text,target
literally nothing in the pool is new but if you grew up on the stalker flicks the ####s this one should appease you for ## minutes,0.0
arguably the years silliest most incoherent movie,0.0
anyway for one reason or another crush turns into dire drama partway through after that it just gets stupid maudlin too bad but thanks some lovely comedic moments several fine performances its not total loss,0.0
chao was chen kaiges assistant for years in china he has not learnt that storytelling is what the movies are about,0.0
mixed bag comedy that cant really be described as out this world,0.0
unwieldy contraption,0.0
the film is travesty the genre even as spoof takes itself too seriously,0.0
marries the amateurishness the blair witch project with the illogic series 7 the contenders create completely crass forgettable movie,0.0
the piano teacher is the sort movie that discourages american audiences from ever wanting see another foreign film,0.0
if its another regurgitated action movie youre after theres no better film than half past dead,0.0
so what is the point ? lovingly choreographed bloodshed taking place in pristine movie neverland basically,0.0
this is junk food cinema at its greasiest,0.0
when its all wet blue crush is highly enjoyable when its on dry land though this surfer girl melodrama starts gasping like beached grouper,0.0
most new movies have bright sheen some like ballistic arrive stillborn looking like the beaten well worn video box cover seven years into the future,0.0
the story is naturally poignant but first time screenwriter paul pender overloads it with sugary bits business,0.0
you see robert de niro singing dancing west side story show tunes choose your reaction that sure is funny ! b that sure is pathetic !,0.0
sermonizing lifeless paean teenage dullards,0.0
this dramatically shaky contest wills only reiterates the old hollywood saw evil is interesting good is boring,0.0
before long the film starts playing like general hospital crossed with saturday night live spoof dog day afternoon,0.0
the charms willful eccentricity at least as evidenced by this latest cinematic essay are beginning wear bit thin,0.0
instead accurately accounting terrible true story the films more determined become the next texas chainsaw massacre but what about the countless other people whod merely like watch solid tale about universally interesting soul ?,0.0
silly self indulgent film about silly self indulgent filmmaker,0.0
scarlet diva has voyeuristic tug but all in all its lot less sensational than it wants be,0.0
the character is too forced overwritten be funny or believable much the time clayburgh does not always improve the over the top mix,0.0
flashy pretentious as impenetrable as morverns thick working class scottish accent,0.0
battle between bug eye theater dead eye matinee,0.0
the movie is virtually without context journalistic or historical whats worse is that pelosi knows it,0.0
instead go rent shakes the clown much funnier film with similar theme an equally great robin williams performance,0.0
lame haphazard teen comedy,0.0
its the kind movie that ends up festooning u s art house screens for no reason other than the fact that its in french well mostly with english subtitles is magically significant because that,0.0
this miserable excuse movie runs on empty believing flatbush machismo will get it through,0.0
expect be reminded other better films especially seven which director william malone slavishly copies,0.0
nair stuffs the film with dancing henna ornamentation group song but her narrative clichés telegraphed episodes smell old soap opera,0.0
its getting harder harder ignore the fact that hollywood is not laughing with us folks its laughing at us,0.0
might have been better off as documentary with less mr eyres uninspired dramatics more his sense observation outrage,0.0
every good actor needs do his or her own hamlet for benigni it was not shakespeare whom he wanted define his career with but pinocchio it might as well have been problem child iv,0.0
arnolds jump from little screen big will leave frowns on more than few faces,0.0
both awful appealing,0.0
the lack opposing viewpoints soon grows tiresome the film feels more like series toasts at testimonial dinner than documentary,0.0
nothing plot wise is worth e mailing home about,0.0
we are left with superficial snapshot that however engaging is insufficiently enlightening inviting,0.0
helmer devito attempts do too many things in this story about ethics payola vice murder kids tv revenge,0.0
it wouldnt be my preferred way spending ### minutes or 7 ##,0.0
i hated every minute it,0.0
those same extremes prevent us from taking its message seriously the stepford wives mentality does not work in modern context,0.0
obvious politics rudimentary animation reduce the chances that the appeal hey arnold ! the movie will reach far beyond its core demographic,0.0
theres no mistaking the fact that this hybrid misses the impact the disney classic even that the excellent #### mgm version,0.0
simple sometimes maddeningly slow film that has just enough charm good acting make it interesting but is ultimately pulled under by the pacing lack creativity within,0.0
roger michell who did an appealing job directing persuasion notting hill in england gets too artsy in his american debut,0.0
there is an almost poignant dimension the way that every major stunt seagals character performs is shot from behind as if it could fool us into thinking that were not watching double,0.0
anthony hopkins ? big deal ! weve already seen the prequel the silence the lambs hannibal it was better the first time,0.0
ostensibly celebrates middle aged girl power even as it presents friendship between women as pathetic dysfunctional destructive,0.0
if this is an example the type project that robert redfords lab is willing lend its imprimatur then perhaps its time rethink independent films,0.0
pumpkin sits in patch somewhere between mirthless todd solondzian satire callow student film,0.0
not so much funny as aggressively sitcom cute its full throwaway one liners not quite jokes determined tv amiability that allen personifies,0.0
its not that waiting for happiness is bad film because it is not its just incredibly dull,0.0
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is not as flippant or slick as it thinks it is,0.0
cumbersome cliche ridden movie greased with every emotional device known man,0.0
director ferzan ozpetek creates an interesting dynamic with the members this group who live in the same apartment building but he loses his focus when he concentrates on any single person,0.0
egoyans movie is too complicated sustain involvement if youll excuse little critical heresy too intellectually ambitious,0.0
it wants be thought as subversive little indie film but it has all the qualities modern situation comedy,0.0
despite apparent motives the contrary it ends up being like seinfelds revered tv show about pretty much nothing,0.0
shadyac shoots his film like an m night shyamalan movie he frequently mam notains the same snails pace he just forgot add any genuine tension,0.0
plays less like coming age romance than an infomercial,0.0
there are few laughs clever sight gags scattered about but not enough make this anything more than another big budget bust,0.0
the storys so preposterous that i did not believe it for second despite the best efforts everyone involved,0.0
ive heard that the fans the first men in black have come away hating the second one i wonder why they felt like the same movie me,0.0
despite her relentless vim winsome facial symmetry witherspoon is just too dialed up be americas sweetheart,0.0
an ultra low budget indie debut that smacks more good intentions than talent,0.0
birot is competent enough filmmaker but her story has nothing fresh or very exciting about it,0.0
de niro mcdormand give solid performances but their screen time is sabotaged by the storys inability create interest,0.0
even those single digit age will be able recognize that this story is too goofy even for disney,0.0
that is essentially whats missing from blackboards the sense something bigger some ultimate point,0.0
compendium solondzs own worst instincts in under ## minutes,0.0
if the title is jeopardy question then the answer might be how does steven seagal come across these days ? or maybe how will you feel after an ## minute rip off the rock with action confined slo mo gun firing random glass shattering ?,0.0
it is comedy thats not very funny an action movie that is not very thrilling an uneasy alliance at that,0.0
the story is familiar from its many predecessors like them it eventually culminates in the not exactly stunning insight that crime does not pay,0.0
youll have more fun setting fire yourself in the parking lot youll be more entertained getting hit by bus,0.0
dissing bond movie is quite like calling dog stupid but when it has the temerity run over two hours you feel like winding up with kick,0.0
ritchies treatment the class reversal is majorly ham fisted from the repetitive manifestos that keep getting thrown in peoples faces the fact amber is such joke,0.0
flat but with revelatory performance by michelle williams,0.0
little more than frothy vanity project,0.0
the film goes from being an unusual sci fi character study chase flick that detracts from its ending,0.0
verbinski substitutes atmosphere for action tedium for thrills,0.0
for all its surface frenzy high crimes should be charged with loitering so much on view so little offer,0.0
the sum all fears is almost impossible follow theres something cringe inducing about seeing an american football stadium nuked as pop entertainment,0.0
alex nohes documentary plays like travelogue for what mostly resembles real life big budget nc ## version tank girl,0.0
the title trapped turns out be pretty fair description how you feel while youre watching this ultra manipulative thriller,0.0
the appeal the vulgar sexist racist humor went over my head or considering just how low brow it is perhaps it snuck under my feet,0.0
the story really has no place go since simone is not realshe cant provide any conflict,0.0
ihops dont pile on this much syrup,0.0
for the most part i spy was an amusing lark that will probably rank as one murphys better performances in one his lesser praised movies,0.0
focuses on joans raging hormones sledgehammers the audience with spanish inquisitions about her madness so much that i became mad that i wasted ### minutes 9 ## on this ##st century torture device,0.0
this series should have died long ago but they keep bringing it back another day as punishment for paying money see the last james bond movie,0.0
bit an unwieldy mess,0.0
with story as bizarre mysterious as this you dont want be worrying about whether the ineffectual broomfield is going have the courage knock on that door,0.0
the filmmakers juggle juxtapose three story lines but fail come up with one cogent point unless its that life stinks especially for sensitive married women who really love other women,0.0
the movie feels like its going be great it carries on feeling that way for long time but takeoff just never happens,0.0
gimmick in search movie how get carvey into as many silly costumes deliver as many silly voices as possible plot mechanics be damned,0.0
the last time i saw theater full people constantly checking their watches was during my sats,0.0
fifty minutes tedious adolescent melodramatics followed by thirty five minutes inflated nonsense,0.0
lacks the punch verve needed make this genre soar,0.0
its often fam notly amusing but the problems the characters never become important us the story never takes hold,0.0
its tough astringent darkly funny well its also generic untidy condescending mild impact rather than stunning,0.0
largely for fans artifact,0.0
theres no denying the elaborateness the artists conceptions nor his ability depict them with outrageous elan but really the whole series is so much pretentious nonsense lavishly praised by those who equate obscurity with profundity,0.0
characters wander into predictably treacherous situations even though they should know better,0.0
theres plenty style in guillermo del toros sequel the #### hit but why do we need ### minutes tell tale that simply cant sustain more than ## minutes,0.0
if youve been more than one indie flick in your life chances are youve already seen this kind thing,0.0
first time director joão pedro rodrigues unwillingness define his heros background or motivations becomes more more frustrating as the film goes on,0.0
no reason for anyone invest their hard earned bucks into movie which obviously did not invest much into itself either,0.0
strong first quarter slightly less so second quarter average second half,0.0
boring wincingly cute nauseatingly politically correct cartoon guaranteed drive anyone much over age 4 screaming from the theater,0.0
the vampire thriller blade ii starts off as wild hoot then sucks the blood out its fun toward the end you can feel your veins cringing from the workout,0.0
when the first few villians are introduced as spider snake you know youre in for real winner creativity at its peak,0.0
an afterschool special without the courage its convictions,0.0
the final result makes for adequate entertainment i suppose but anyone who has seen chicago on stage will leave the theater feeling theyve watched nothing but pale imitation the real deal,0.0
director byler may yet have great movie in him but charlotte sometimes is only half one,0.0
so few movies explore religion that its disappointing see one reduce it an idea that fits in sampler,0.0
its also clear from the start that the transporter is running purely on adrenaline once the initial high wears off the films shortcomings start shine through,0.0
watching it is rather like viewing long soap opera in which only the first episode was any good,0.0
its fun but psychological mess with austin powers bumping his head on the way out the closet,0.0
there are touching moments in etoiles but for the most part this is dull dour documentary on what ought be joyful or at least fascinating subject,0.0
overwrought melodramatic bodice ripper,0.0
could the whole plan here have been produce something that makes fatal attraction look like classic by comparison ? thats the only sane rationale i can think for swimfans existence,0.0
i did not laugh at the ongoing efforts cube his skinny buddy mike epps make like laurel hardy n the hood,0.0
the only way this supernatural snore fest could give anyone case the frights is if they were put sleep by the movie had nightmare,0.0
i wonder what the reaction israelis will be this supposedly evenhanded presentation,0.0
the film would work much better as video installation in museum where viewers would be free leave immediately,0.0
human nature initially succeeds by allowing itself go crazy but ultimately fails by spinning out control,0.0
its prison soccer movie starring charismatic tough guy vinnie jones but it had too much spitting for me enjoy,0.0
not even the hanson brothers can save it,0.0
the thriller side this movie is falling flat as the stalker does not do much stalking no cop or lawyer grasps the concept actually investigating the case,0.0
strained comedy that jettisons all opportunities for rock make his mark by serving up the usual chaotic nonsense,0.0
sour nasty offering,0.0
feels like one those contrived only in hollywood productions where name actors deliver big performances created for the sole purpose generating oscar talk,0.0
obstacles are too easily overcome there is not much in the way character development in the script,0.0
it tells more than it shows,0.0
earnest falls short its ideal predecessor largely due parkers ill advised meddling with the timeless source material,0.0
the film might have been more satisfying if it had in fact been fleshed out little more instead going for easy smiles,0.0
pretentious editing ruins potentially terrific flick,0.0
not every animated film from disney will become classic but forgive me if ive come expect more from this studio than some ## minute after school cartoon,0.0
do not under any circumstances consider taking child younger than middle school age this wallow in crude humor,0.0
nothing debases concept comedy quite like the grinding bad ideas showtime is crammed full them,0.0
much anticipated ultimately lackluster movie,0.0
this is really just another genre picture,0.0
each story on its own could have been expanded worked into compelling single feature but in its current incarnation storytelling never quite gets over its rather lopsided conception,0.0
william shatner as pompous professor is the sole bright spot,0.0
trite psychological thriller designed keep the audience guessing guessing which is not be confused with suspecting until it comes time wrap things up send the viewers home,0.0
neither funny nor suspenseful nor particularly well drawn,0.0
carente de imaginación mal dirigida peor actuada y sin un ápice de romance es una verdadera pérdida de tiempo y dinero,0.0
acting particularly by tambor almost makes never again worthwhile but writer director schaeffer should follow his titular advice,0.0
both stars manage be funny but like the recent i spy the star chemistry begs the question whether random gags add up movie,0.0
collateral damage goes by the numbers reps decent action entertainment until the silly showdown ending that forces the viewer totally suspend disbelief,0.0
enigma is good name for movie this delibrately obtuse unapproachable waste good performances,0.0
dreary incoherent self indulgent mess movie in which bunch pompous windbags drone on inanely for two hours cacophony pretentious meaningless prattle,0.0
i kept thinking over over again i should be enjoying this but i was not,0.0
as conceived by mr schaeffer christopher grace are little more than collections quirky traits lifted from screenwriters outline thrown at actors charged with the impossible task making them jell,0.0
like so many other allegedly scary movies it gets so tangled up in the twist that it chokes the energy right out the very audience it seeks frighten,0.0
the essential problem in orange county is that having created an unusually vivid set characters worthy its strong cast the film flounders when it comes giving them something do,0.0
just like hearsts enormous yacht its slow unwieldy takes long time reach its destination,0.0
there is not character in the movie with shred plausibility not an event that is believable not confrontation that is not staged not moment that is not false,0.0
where last time jokes flowed out chos life story which provided an engrossing dramatic through line here the comedian hides behind obviously constructed routines,0.0
why come up with something even quasi original when you can pillage from shirley jackson richard matheson puke up something like rose red ?,0.0
broadly played lowbrow comedy in which the cast delivers mildly amusing performances no farm animals were injured by any the gags,0.0
too gory be comedy too silly be an effective horror film,0.0
lacks heart depth most all purpose,0.0
though bit patchwork in script production glossy rich green environment almost makes the picture work,0.0
perfectly enjoyable instantly forgettable nothing write home about,0.0
wasabi is slight fare indeed with the entire project having the feel something tossed off quickly like one huberts punches but it should go down smoothly enough with popcorn,0.0
somehow both wildly implausible strangely conventional,0.0
this ill fitting tuxedo is strictly off the rack,0.0
is ballistic worth the price admission ? absolutely not it sucked would i see it again ? please see previous answer,0.0
the premise is in extremely bad taste the films supposed insights are so poorly thought out substance free that even high school senior taking his or her first psychology class could dismiss them,0.0
sets up nice concept for its fiftysomething leading ladies but fails loudly in execution,0.0
kidman is really the only thing thats worth watching in birthday girl film by the stage trained jez butterworth mojo that serves as yet another example the sad decline british comedies in the post full monty world,0.0
imagine the james woods character from videodrome making home movie audrey rose showing it the kid from the sixth sense youve imagined the ring,0.0
this time kaufmans imagination has failed him,0.0
an intermittently pleasing but mostly routine effort,0.0
it becomes gimmicky instead compelling interview loses its overall sense mystery becomes tv episode rather than documentary that you actually buy into,0.0
unfaithful cheats on itself retreats comfortable territory too bad,0.0
frenetic but not really funny,0.0
taken individually or collectively the stories never add up as much as they promise,0.0
if youre not prepubescent girl youll be laughing at britney spears movie starring debut whenever it does not have you impatiently squinting at your watch,0.0
didactic dull documentary glorifying software anarchy,0.0
an awful snooze,0.0
sluggishly directed by episodic tv veteran joe zwick its sitcom without the snap crackle,0.0
you could nap for an hour not miss thing,0.0
director clare kilners debut is never as daft as it should have been,0.0
new best friend should not have gone straight video it should have gone straight mystery science theater #### video,0.0
wallace seems less like hes been burning tell war story than hes been itching somehow tack one together,0.0
the thrill is long gone,0.0
just plain silly,0.0
began life as computer game then morphed into movie bad one course,0.0
part comedy part drama the movie winds up accomplishing neither in full leaves us feeling touched amused by several moments ideas but nevertheless dissatisfied with the movie as whole,0.0
godawful boring slug movie,0.0
dull if not devoid wit this shaggy dog longs frisk through the back alleys history but scarcely manages more than modest snoozy charm,0.0
scene by scene things happen but youd be hard pressed say what or why,0.0
an unimaginative nasty glibly cynical piece work,0.0
it is by conventional standards fairly terrible movie but it is also weirdly fascinating ready made eurotrash cult object it is also at times curiously moving,0.0
the tug war at the core beijing bicycle becomes weighed down with agonizing contrivances overheated pathos long wistful gazes,0.0
vile tacky are the two best adjectives describe ghost ship,0.0
some decent actors inflict big damage upon their reputations,0.0
being author wells great grandson youd think filmmaker simon wells would have more reverence for the material but this costly dud is far cry from either the book or the beloved film,0.0
offensive in the way it exploits the hot button issue domestic abuse for cheap thrills disgusting in the manner it repeatedly puts small child in jeopardy treating her as little more than prop be cruelly tormented,0.0
mark me down as non believer in werewolf films that are not serious rely on stupidity as substitute for humor,0.0
thoughtless random superficial humor lot very bad scouse accents,0.0
aspires for the piquant but only really achieves sort ridiculous sourness,0.0
accuracy realism are terrific but if your film becomes boring your dialogue is not smart then you need use more poetic license,0.0
for all its highfalutin title corkscrew narrative the movie turns out be not much more than shaggy human tale,0.0
soggy cliche bound epic horror yarn that ends up being even dumber than its title,0.0
one groan inducing familiarity begets another,0.0
although based on real life person john in the movie is rather dull person be stuck with for two hours,0.0
feeble comedy,0.0
great story bad idea for movie,0.0
with spy kids 2 the island lost dreams writer director producer robert rodriguez has cobbled together film that feels like sugar high gone awry,0.0
there is no entry portal in the rules attraction i spent most the movie feeling depressed by the shallow selfish greedy characters,0.0
its hard tell with all the crashing banging where the salesmanship ends the movie begins,0.0
my god im behaving like an idiot ! yes you are ben kingsley,0.0
dreadful live action movie,0.0
divertingly ridiculous headbangingly noisy,0.0
an earnest racial issues picture that might have gotten respectful critical praise in different era say the ##s,0.0
hideous confusing spectacle one that may well put the nail in the coffin any future rice adaptations,0.0
all i can say is fuhgeddaboutit,0.0
between bedroom scenes viewers may find themselves wishing they could roll over take nap,0.0
if you collected all the moments coherent dialogue they still wouldnt add up the time required boil four minute egg,0.0
despite all the talking by the time the bloody climax arrives we still dont feel enough an attachment these guys care one way or another,0.0
every bit as bogus as most disney live action family movies are no real plot no real conflict no real point,0.0
sensual performance from abbass buoys the flimsy story but her inner journey is largely unexplored were left wondering about this exotic looking woman whose emotional depths are only hinted at,0.0
never engaging utterly predictable completely void anything remotely interesting or suspenseful,0.0
spousal abuse is major problem in contemporary society but the film reduces this domestic tragedy florid melodrama,0.0
oedekerk wrote patch adams for which he should not be forgiven why he was given free reign over this project he wrote directed starred produced is beyond me,0.0
the creaking rusty ship makes fine backdrop but the ghosts haunting is routine,0.0
whatever eyres failings as dramatist he deserves credit for bringing audiences into this hard bitter place,0.0
scotland pa blurs the line between black comedy black hole,0.0
it tries too hard overreaches the logic its own world,0.0
the whole damn thing is ripe for the jerry springer crowd its all pretty cynical condescending too,0.0
i cry for i spy or i would if this latest laziest imaginable all vintage tv spinoffs were capable engendering an emotional response any kind,0.0
boring formulaic mix serial killers stalknslash,0.0
what you would end up with if you took orwell bradbury kafka george lucas the wachowski brothers threw them into blender but thats just the problem with it the director has not added enough his own ingredients,0.0
with recent tensions rekindled by the kathleen soliah trial the upcoming trial sla members emily william harris not mention sept ## its difficult these days appreciate fires bright side,0.0
flaunts its quirky excesses like new years eve drunk sporting paper party hat,0.0
writhing under dialogue like youre from two different worlds tonight the maid is lie this this is who you are this schlock filled fairy tale hits new depths unoriginality predictability,0.0
too slow too boring occasionally annoying,0.0
is there enough material merit documentary on the making wilcos last album ?,0.0
faultlessly professional but finally slight,0.0
schmaltzy unfunny adam sandlers cartoon about hanukkah is numbingly bad little nicky bad ## worst list bad,0.0
its really yet another anemic formulaic lethal weapon derived buddy cop movie trying pass off its lack imagination as hip knowingness,0.0
scotland pa is strangely drab romp some studio pizazz might have helped,0.0
when perry fists bull at the moore farm its only matter time before he gets the upper hand in matters the heart,0.0
theres more scatological action in 8 crazy nights than proctologist is apt encounter in an entire career,0.0
too loud too long too frantic by half die another day suggests that the bond franchise has run into creative wall that ### cannot fly over tunnel under or barrel through,0.0
the cartoon is about as true the spirit the festival lights as mr deeds was that frank capra,0.0
the sum the parts equals largely confused mediocrity,0.0
the tone shifts abruptly from tense celebratory soppy,0.0
if we dont demand standard quality for the art that we choose we deserve the trash that we get,0.0
modest messy metaphysical thriller offering more questions than answers,0.0
julia is played with exasperating blandness by laura regan,0.0
morrissettes script direction show fair amount intelligence wit but it does not signify whole lot either,0.0
theres suspension disbelief then theres bad screenwriting this film packs wallop the latter,0.0
all ms jovovich as the sanctified heroine has do is look radiant grimly purposeful mildly alarmed while forcing open doors wielding wrenches fleeing monsters,0.0
mocking kung fu pictures when they were staple exploitation theater programming was witty mocking them now is an exercise in pointlessness,0.0
this is particularly toxic little bonbon palatable only chosen very jaundiced few,0.0
this is not just the cliffsnotes version nicholas nickleby its the cliffsnotes with pages missing,0.0
considering the harsh locations demanding stunts this must have been difficult shoot but the movie proves rough going for the audience as well,0.0
better at putting you sleep than sound machine,0.0
so clichéd that at one point they literally upset an apple cart,0.0
its decent glimpse into time period an outcast that is no longer accessible but it does not necessarily shed more light on its subject than the popular predecessor,0.0
it might be the first sci fi comedy that could benefit from threes company style laugh track,0.0
when the plot kicks in the film loses credibility,0.0
credibility sinks into mire sentiment,0.0
the movie takes itself too seriously as result it makes for only intermittent fun,0.0
davis has bright chipper style that keeps things moving while never quite managing connect her wish fulfilling characters the human race,0.0
does not amount much anything,0.0
bullocks complete lack focus ability quickly derails the film,0.0
so stupid so ill conceived so badly drawn it created whole new levels ugly,0.0
the truth is that the truth about charlie gets increasingly tiresome,0.0
enduring love but exhausting cinema,0.0
some seagals action pictures are guilty pleasures but this one is so formulaic that it seems be on auto pilot,0.0
ponderous meditation on love that feels significantly longer than its relatively scant ## minutes,0.0
long winded stagy session romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been,0.0
little too pat for its own good,0.0
there are films that try the patience even the most cinema besotted critic this was one them,0.0
watching trouble every day at least if you dont know whats coming is like biting into what looks like juicy delicious plum on hot summer day coming away with your mouth full rotten pulp living worms,0.0
well intentioned though it may be its soap opera morality tales have the antiseptic preprogrammed feel an after school special,0.0
what would jesus do if he was film director ? hed create movie better than this,0.0
when set pre shooting guidelines director came up with for his actors turns out be cleverer better written considerable more interest than the finished film thats bad sign very bad sign,0.0
its deeply serious movie that cares passionately about its subject but too often becomes ponderous in its teaching history or lost in the intricate connections multiple timelines its story,0.0
cant kick about the assembled talent the russos show genuine promise as comic filmmakers still this thing feels flimsy ephemeral,0.0
diane lane shines in unfaithful almost everything else is wan,0.0
im afraid you wont get through this frankly fantastical by the numbers b flick with just suspension disbelief rather youll have wrestle disbelief the ground then apply the chloroform soaked handkerchief,0.0
so relentlessly wholesome it made me want swipe something,0.0
the title helpfully offers the most succinct review it youll read anywhere,0.0
the makers divine secrets the ya ya sisterhood should offer free ticket second prize course two free tickets anyone who can locate genuinely honest moment in their movie,0.0
god help the poor woman if attal is this insecure in real life his fictional yvans neuroses are aggravating enough exhaust the patience even the most understanding spouse,0.0
lets cut the consumer advice bottom line stay home,0.0
undercover brother does not go far enough its just silly black genre spoof,0.0
the films implicit premise is that the faith the tonga people is in every way inferior that john,0.0
rates an e for effort b for boring,0.0
youve already seen heartbreak if youve watched the far superior nurse betty or sunset boulevard even the unwatchable soapdish is more original,0.0
plays like one those conversations that comic book guy on the simpsons has,0.0
journey thats too random inconclusive be compelling but which hoffmans brilliance almost makes worth taking,0.0
the movie bounces all over the map,0.0
but buying into sham truths routine indie filmmaking freundlich has made just another safe movie its not horrible just horribly mediocre,0.0
not always too whimsical for its own good but enough do harm this strange hybrid crime thriller quirky character study third rate romance female empowerment fantasy never really finds the tonal or thematic glue it needs,0.0
juwanna mann ? no thanks wewannour money back actually,0.0
its sometimes interesting remake that does not compare the brilliant original,0.0
youre too conscious the effort it takes be this spontaneous,0.0
salaciously simplistic,0.0
feel bad for king whos honestly trying schwartzman whos shot himself in the foot,0.0
some actors steal scenes tom green just gives them bad odor this self infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard but hes the most obvious one,0.0
sometimes fond memories should stay in the past lesson this film teaches all too well,0.0
the enormous comic potential an oafish idiot impersonating an aristocrat remains sadly unrealized,0.0
shallow,0.0
begins as promising meditation on one americas most durable obsessions but winds up as slender cinematic stunt,0.0
monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it,0.0
proof that thriller can be sleekly shot expertly cast paced with crisp professionalism still be letdown if its twists turns hold no more surprise than yesterdays weather report,0.0
the reason we keep seeing the same movie with roughly the same people every year is because so many us keep going then out embarrassment or stupidity not warning anyone,0.0
theres not much going on in this movie unless you simply decide buy into the notion that something inexplicably strange once happened in point pleasant,0.0
in the second half the film freis control loosens in direct proportion the amount screen time he gives nachtwey for self analysis,0.0
director barry skolnick his screenwriters glibly tick off every point the longest yard playbook like checklist,0.0
the furious coherence that deniro brings this part only underscores the fuzzy sentimentality the movie itself which feels as it plods toward the end less like movie than like the filmed reading script in need polishing,0.0
oh its extreme all right extremely dumb extremely confusing extremely boring,0.0
we never really feel involved with the story as all its ideas remain just that abstract ideas,0.0
for shoot em up ballistic is oddly lifeless,0.0
one minute you think youre watching serious actioner the next its as though clips from the pink panther strikes again or sailor moon have been spliced in,0.0
what happened with pluto nash ? how did it ever get made ?,0.0
we may never think band camp as geeky or nerdy thing again,0.0
opens as promising as any war adventure film youll ever see dissolves into routine courtroom drama better suited for movie titled glory soldiers story,0.0
the result is solemn horrifying yet strangely detached,0.0
these spiders can outrun motorcycle wrap person in sticky cocoon in seconds but they fall short being interesting or entertaining,0.0
less than thrilling thriller,0.0
long slog for anyone but the most committed pokemon fan,0.0
matthew mcconaughey tries fails control the screen with swaggering machismo over the top lunacy,0.0
how on earth or anywhere else did director ron underwood manage blow ### million on this ?,0.0
everyone connected this movie seems be part an insider clique which tends breed formulaic films rather than fresh ones,0.0
with story inspired by the tumultuous surroundings los angeles where feelings marginalization loom for every dreamer with burst bubble the dogwalker has few characters ideas but it never manages put them on the same path,0.0
its lack quality earns it place alongside those other two recent dumas botch jobs the man in the iron mask the musketeer,0.0
benign but forgettable sci fi diversion,0.0
the plot grinds on with yawn provoking dullness,0.0
its never good sign when films star spends the entirety the film in coma its worse sign when you begin envy her condition,0.0
it does not help that the director cinematographer stephen kazmierski shoot on grungy video giving the whole thing dirty tasteless feel,0.0
desperately unfunny when it tries makes us laugh desperately unsuspenseful when it tries make us jump out our seats,0.0
this films relationship actual tension is the same as what christmas tree flocking in spray can is actual snow poor if durable imitation,0.0
john mctiernans botched remake may be subtler than norman jewisons #### ultraviolent futuristic corporate sports saga its also stupider,0.0
director dirk shafer co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,0.0
borrows from so many literary cinematic sources that this future world feels absolutely deja vu,0.0
as the characters get more depressed the story gets more tiresome especially as it continues mount conspicuous effort be profound,0.0
the acting by the over ##s lacks spark with csokas particularly unconnected,0.0
though howard demonstrates great eye as director this southern gothic drama is sadly tough sit with an undeveloped narrative enough flashbacks heavy handed metaphors choke horse or at least slow him down canter,0.0
falters when it takes itself too seriously when it depends too heavily on its otherwise talented cast clown in situations that arent funny,0.0
the fight scenes are fun but it grows tedious,0.0
anyone who can count five the films target market ? can see where this dumbed down concoction is going,0.0
all this turns out be neither funny nor provocative only dull,0.0
demmes loose approach kills the suspense,0.0
this idea has lost its originality neither star appears very excited at rehashing what was basically one joke picture,0.0
plays in broad outline as pandering middle age buddy comedy,0.0
the film is itself sort cinematic high crime one that brings military courtroom dramas down very very low,0.0
nothing more than mediocre trifle,0.0
turgid little history lesson humorless dull,0.0
too silly be frightening too stolid be funny it projects the same lazy affability as its nominal star david arquette,0.0
if kaufman kept cameron diaz prisoner in cage with her ape in his latest hed have them mate,0.0
trivial where it should be profound hyper cliched where it should be sincere,0.0
it would be hard think recent movie that has worked this hard achieve this little fun,0.0
theology aside why put someone who ultimately does not learn at the center kids story ?,0.0
all that powerpuff girls charm is present in the movie but its spread too thin,0.0
sometimes smart but more often sophomoric,0.0
the ill conceived modern day ending falls flat where it should deliver moral punch,0.0
collateral damage is despite its alleged provocation post 9 ## an antique in the end as are its star its attitude its obliviousness,0.0
dawdles drags when it should pop it does not even have the virtue enough mindless violence break up the tedium all its generational bonding,0.0
its save the planet message clashes with its crass marketing,0.0
great idea becomes not great movie,0.0
watching this film nearly provoked me take my own life if the hours wins best picture i just might,0.0
by the end i was looking for something hard with which bludgeon myself unconscious,0.0
not movie but live action agitprop cartoon so shameless coarse its almost funny,0.0
feels like six different movies fighting each other for attention,0.0
life is crock or something like it,0.0
made by jackasses for jackasses,0.0
despite powerful portrayal by binoche its period romance that suffers from an overly deliberate pace uneven narrative momentum,0.0
the picture is primer on what happens when lack know how mixes with lack give damn,0.0
bartleby is one joke movie bad joke at that,0.0
disjointed parody,0.0
given that both movies expect us root for convicted violent felons over those assigned protect us from same we need every bit sympathy the cons can muster this time there is not much,0.0
bravura exercise in emptiness,0.0
philip k dick must be turning in his grave along with my stomach,0.0
despite the premise good story it wastes all its star power on cliched or meaningless roles,0.0
all prints this film should be sent buried on pluto,0.0
not only does the movie fail make us part its reality it fails the most basic relevancy test as well,0.0
first good then bothersome excellent acting direction,0.0
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime busting comic vehicle well intentioned remake that shows some spunk promise but fails register as anything distinctive or daring,0.0
